                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      1.5000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     455                  2.6070370831020727E+009                  1.4942491066629418E+000                  6.0197343608012694E+000                  3.3473101455422956E+001                 -1.1256862123365188E+001                                      864                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.2015137924525933E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7246876924074670E-001                  1.2104516442336177E-001                  7.8431950045754206E-008                  3.6126128981200010E+032                  3.6385201614414569E+032                  3.7128617289180385E+032                  3.7713008562035293E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8287573625080528E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9934234970382509E-001                 -2.0017329846626936E+001                 -1.4449439791871097E+001                  8.9934234970382532E-001                  3.6994519085714272E+000                  7.9350346932317679E+000                  8.9954882989945906E-001                  5.7412943425950125E-001                  3.4640534897568966E+000                  2.9110756377943453E+003                  7.5162130652697821E+000                  4.8648855244320703E+000                  2.0652216018871588E+001                  1.3399272575859946E+000                  4.9999168827383567E-001                  4.0598011614295819E+000                  1.0000023295156625E-099                  9.8039639710524928E-001                  8.4159319946503229E-005                  1.6915959318295466E-003                  3.0059831922955946E-003                  9.3393437704151691E-003                  8.8876260099238313E-001                  5.7475779662216153E-001                 -7.1542743033604883E-001                  8.8866801622886116E-001                 -2.0017329846626936E+001                  1.5566578644780133E-010                                        3                                        0 
                                     456                  2.6079907201128540E+009                  1.4942437863491373E+000                  5.9793830977507367E+000                  3.3473099909103119E+001                 -1.1253445849018602E+001                                      875                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.1730906589310459E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7246973937652053E-001                  1.2170999741961419E-001                  7.8432229266844899E-008                  3.6170659577541115E+032                  3.6417962305166679E+032                  3.7163898033067592E+032                  3.7737845315995770E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8304042904565801E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0111065417502167E-001                 -2.0021885351345514E+001                 -9.8999999999999986E+001                  9.0111065417502134E-001                  3.6993876163783459E+000                  7.9696868069486060E+000                  9.0144125481059456E-001                  5.7520423110123220E-001                  3.4619023497535939E+000                  2.8966921990198530E+003                  7.5159492362466516E+000                  4.8668475569173424E+000                  2.0655168096927902E+001                  1.3399272575859948E+000                  4.9999168827383561E-001                  4.0598011614295819E+000                  1.0000023295157768E-099                  9.8039639710524928E-001                  8.4159319946474159E-005                  1.6915959318295481E-003                  2.9783161645359569E-003                  9.3393379107494113E-003                  8.8868213623247128E-001                  5.7483318055995003E-001                 -7.1601561172617967E-001                  8.9049479465171311E-001                 -2.0021885351345514E+001                  1.6314335153309678E-010                                        3                                        0 
                                     457                  2.6089198540091743E+009                  1.4942385671858849E+000                  5.9680783041367143E+000                  3.3473098392176773E+001                 -1.1250477422565297E+001                                      867                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.1610716253236215E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247069107465005E-001                  1.2174950514305927E-001                  7.8432503269887377E-008                  3.6193892932154071E+032                  3.6455763102188824E+032                  3.7197645917347101E+032                  3.7762682069956002E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8316078147266776E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0298731672537191E-001                 -2.0026216112016705E+001                 -1.4449439791871097E+001                  9.0298731672537214E-001                  3.6992492541279356E+000                  8.0021300895821632E+000                  9.0320560736895317E-001                  5.7636313188123145E-001                  3.4595830312672544E+000                  2.8812638560399851E+003                  7.5156949838367195E+000                  4.8687507210218115E+000                  2.0658032887692634E+001                  1.3399272575859946E+000                  4.9999168827383578E-001                  4.0598011614295828E+000                  1.0000023295158706E-099                  9.8039639710524940E-001                  8.4159319946450320E-005                  1.6915959318295501E-003                  2.9782972789606163E-003                  9.3393379067495848E-003                  8.8860339123095577E-001                  5.7490694167965384E-001                 -7.1673268210105467E-001                  8.9243544344847492E-001                 -2.0026216112016705E+001                  1.6968239659324602E-010                                        3                                        0 
                                     458                  2.6098122927725534E+009                  1.4942335202760266E+000                  5.9505784257490886E+000                  3.3473096925310074E+001                 -1.1247552877773717E+001                                      871                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.1361238407426406E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247161136923670E-001                  1.2174991636310595E-001                  7.8432768058078750E-008                  3.6241558585731222E+032                  3.6486003739806304E+032                  3.7222482671308119E+032                  3.7787518823917042E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8338248331189386E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0478903340193806E-001                 -2.0030147440886918E+001                 -9.8999999999999986E+001                  9.0478903340193806E-001                  3.6991774714780044E+000                  8.0366582254516565E+000                  9.0507549950162880E-001                  5.7744164324743275E-001                  3.4574245416681468E+000                  2.8669791968754116E+003                  7.5154554793081809E+000                  4.8705745444537731E+000                  2.0660779903669969E+001                  1.3399272575859948E+000                  4.9999168827383567E-001                  4.0598011614295819E+000                  1.0000023295159466E-099                  9.8039639710524951E-001                  8.4159319946431021E-005                  1.6915959318295516E-003                  2.9782972789406674E-003                  9.3393379067495830E-003                  8.8852743233475717E-001                  5.7497808157053520E-001                 -7.1726015293535161E-001                  8.9429428742391370E-001                 -2.0030147440886918E+001                  1.7354654638953666E-010                                        3                                        0 
                                     459                  2.6106854432853556E+009                  1.4942285487937483E+000                  5.9410891134022252E+000                  3.3473095480361287E+001                 -1.1244603217768146E+001                                      867                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.1134613612584805E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247251791582128E-001                  1.2196414167803482E-001                  7.8433028960489537E-008                  3.6259198957674973E+032                  3.6516244377423957E+032                  3.7259737802249281E+032                  3.7812355577877735E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8353450743022115E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0651347059763410E-001                 -2.0033925262734311E+001                 -9.8999999999999986E+001                  9.0651347059763410E-001                  3.6991248801762424E+000                  8.0694509864940933E+000                  9.0684398804958477E-001                  5.7843107012493444E-001                  3.4554442429643566E+000                  2.8539360867699656E+003                  7.5152229674224360E+000                  4.8723523988864192E+000                  2.0663458693629810E+001                  1.3399272575859946E+000                  4.9999168827383578E-001                  4.0598011614295819E+000                  1.0000023295160093E-099                  9.8039639710524940E-001                  8.4159319946415083E-005                  1.6915959318295531E-003                  2.9509511860211042E-003                  9.3393308223754818E-003                  8.8845280916219038E-001                  5.7504795782688300E-001                 -7.1800263204073156E-001                  8.9607888866326868E-001                 -2.0033925262734311E+001                  1.7460829280278566E-010                                        3                                        0 
                                     460                  2.6115556008279085E+009                  1.4942235627772797E+000                  5.9395978890177137E+000                  3.3473094031183344E+001                 -1.1241844180361703E+001                                      870                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.1034010359022524E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247342711876410E-001                  1.2189672117985184E-001                  7.8433290640056441E-008                  3.6304559914101107E+032                  3.6542704935339018E+032                  3.7284574556209535E+032                  3.7843401520328418E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8367386287201901E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0834546693118345E-001                 -2.0037626463554421E+001                 -9.8999999999999986E+001                  9.0834546693118345E-001                  3.6990539395985009E+000                  8.1031291193074182E+000                  9.0865275922748190E-001                  5.7947733686936587E-001                  3.4533502602975528E+000                  2.8402087450953181E+003                  7.5149933397760513E+000                  4.8741149951521487E+000                  2.0666115465558143E+001                  1.3399272575859946E+000                  4.9999168827383567E-001                  4.0598011614295819E+000                  1.0000023295160621E-099                  9.8039639710524940E-001                  8.4159319946401653E-005                  1.6915959318295547E-003                  2.9509243681677616E-003                  9.3393308154279524E-003                  8.8837812109666325E-001                  5.7511788544048692E-001                 -7.1864000599404421E-001                  8.9797075932587200E-001                 -2.0037626463554421E+001                  1.7756229567375538E-010                                        3                                        0 
                                     461                  2.6125997898789716E+009                  1.4942175400771496E+000                  6.0187791350653388E+000                  3.3473092280688455E+001                 -1.1238987894858541E+001                                      870                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.0804144618181495E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247452536965755E-001                  1.2196504025446986E-001                  7.8433606831573854E-008                  3.6331020472016470E+032                  3.6584285812063143E+032                  3.7309411310170402E+032                  3.7886865839760327E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8387339452732296E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1063856167693724E-001                 -2.0042331251263082E+001                 -9.8999999999999986E+001                  9.1063856167693724E-001                  3.6989656807533913E+000                  8.1446257032864562E+000                  9.1087113054355318E-001                  5.8076304021762093E-001                  3.4507771031061578E+000                  2.8234305081518451E+003                  7.5147146660495894E+000                  4.8762095807029953E+000                  2.0669272650373671E+001                  1.3399272575859944E+000                  4.9999168827383567E-001                  4.0598011614295810E+000                  1.0000023295161159E-099                  9.8039639710524940E-001                  8.4159319946388006E-005                  1.6915959318295564E-003                  2.9509243681474723E-003                  9.3393308154279490E-003                  8.8828801636129928E-001                  5.7520224017118793E-001                 -7.1995216196184608E-001                  9.0035064611856730E-001                 -2.0042331251263082E+001                  1.6091259406201231E-010                                        3                                        0 
                                     462                  2.6138528167402477E+009                  1.4942102542634288E+000                  6.0979603811129639E+000                  3.3473090163060789E+001                 -1.1235482317832410E+001                                      867                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.0537415278180491E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247585396356278E-001                  1.2283044297583934E-001                  7.8433989303405838E-008                  3.6385201614414296E+032                  3.6619566555949766E+032                  3.7359084818091832E+032                  3.7911702593721158E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8406659184436058E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1348443682856406E-001                 -2.0048533541271581E+001                 -9.8999999999999986E+001                  9.1348443682856406E-001                  3.6988528593521663E+000                  8.1965759913293024E+000                  9.1363246962501454E-001                  5.8236935256080125E-001                  3.4475623607921255E+000                  2.8026080221490352E+003                  7.5143726351440119E+000                  4.8786903768393284E+000                  2.0673011304877409E+001                  1.3399272575859946E+000                  4.9999168827383561E-001                  4.0598011614295810E+000                  1.0000023295161707E-099                  9.8039639710524940E-001                  8.4159319946374114E-005                  1.6915959318295583E-003                  2.9509243681474714E-003                  9.3393308154279472E-003                  8.8817916846328515E-001                  5.7530413191697083E-001                 -7.2238765566850871E-001                  9.0332233926902361E-001                 -2.0048533541271581E+001                  1.4709825523789047E-010                                        3                                        0 
                                     463                  2.6148962609511318E+009                  1.4942041257325587E+000                  6.0184692338971706E+000                  3.3473088381790319E+001                 -1.1231112855880394E+001                                      873                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.0193219263029231E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247697153287775E-001                  1.2278007550080328E-001                  7.8434311157060677E-008                  3.6417962305166606E+032                  3.6649807193567181E+032                  3.7390130760542760E+032                  3.7936539347681635E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8428195934532254E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1547132984542334E-001                 -2.0052835734927836E+001                 -1.4449439791871097E+001                  9.1547132984542356E-001                  3.6987908852533100E+000                  8.2376647498123745E+000                  9.1580411339495482E-001                  5.8357912264348444E-001                  3.4451410393562925E+000                  2.7870261226786197E+003                  7.5141033638020263E+000                  4.8807654317842761E+000                  2.0676142719512313E+001                  1.3399272575859946E+000                  4.9999168827383561E-001                  4.0598011614295810E+000                  1.0000023295162097E-099                  9.8039639710524940E-001                  8.4159319946364261E-005                  1.6915959318295599E-003                  2.9239364809073637E-003                  9.3393222299082649E-003                  8.8808809054179483E-001                  5.7538935860845608E-001                 -7.2338732887050816E-001                  9.0537969096485749E-001                 -2.0052835734927836E+001                  1.6098521831288822E-010                                        3                                        0 
                                     464                  2.6158376997418046E+009                  1.4941985530786919E+000                  5.9737920888376639E+000                  3.3473086762080335E+001                 -1.1227730020184177E+001                                      867                  0.0000000000000000E+000                  9.9999999779524995E-001                  3.0061713794462369E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247798774310195E-001                  1.2257704757980536E-001                  7.8434603700827665E-008                  3.6455763102188579E+032                  3.6685087937454409E+032                  3.7421176702993580E+032                  3.7988551020043765E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8445932081670408E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1746045604376947E-001                 -2.0056431291519786E+001                 -9.8999999999999986E+001                  9.1746045604376936E-001                  3.6987147496989450E+000                  8.2753829921639017E+000                  9.1778810245190767E-001                  5.8472338828069104E-001                  3.4428508883718978E+000                  2.7723680702385132E+003                  7.5138661770264568E+000                  4.8826340996742195E+000                  2.0678964556479801E+001                  1.3399272575859946E+000                  4.9999168827383567E-001                  4.0598011614295810E+000                  1.0000023295162397E-099                  9.8039639710524940E-001                  8.4159319946356672E-005                  1.6915959318295614E-003                  2.9239170173216531E-003                  9.3393222237164123E-003                  8.8800552734049409E-001                  5.7546660163526531E-001                 -7.2413188349018909E-001                  9.0743287652860205E-001                 -2.0056431291519786E+001                  1.7351075316302540E-010                                        3                                        0 
                                     465                  2.6167395280189600E+009                  1.4941931762835730E+000                  5.9551238486465330E+000                  3.3473085199291610E+001                 -1.1224600360507043E+001                                      874                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.9840204436807888E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247896824438023E-001                  1.2257748866846863E-001                  7.8434885919520525E-008                  3.6486003739805958E+032                  3.6720368681341220E+032                  3.7464641022424999E+032                  3.7995929290754961E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8457333890544761E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1918904471675944E-001                 -2.0059454605891677E+001                 -1.4750469787535078E+001                  9.1918904471675955E-001                  3.6986641516242464E+000                  8.3102932090632358E+000                  9.1961634710923146E-001                  5.8573870675875006E-001                  3.4408186886270546E+000                  2.7594255972900737E+003                  7.5136469018228835E+000                  4.8844250980151944E+000                  2.0681671350800507E+001                  1.3399272575859942E+000                  4.9999168827383578E-001                  4.0598011614295810E+000                  1.0000023295162643E-099                  9.8039639710524951E-001                  8.4159319946350438E-005                  1.6915959318295627E-003                  2.8973357081298000E-003                  9.3393118077488881E-003                  8.8792610977052910E-001                  5.7554088628365663E-001                 -7.2464018634726601E-001                  9.0921357700984018E-001                 -2.0059454605891677E+001                  1.7641520703622253E-010                                        3                                        0 
                                     466                  2.6176215006688070E+009                  1.4941878833119562E+000                  5.9454551177796260E+000                  3.3473083660861057E+001                 -1.1221755552672379E+001                                      875                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.9740536734980338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7247993346666455E-001                  1.2278141016938848E-001                  7.8435163919365891E-008                  3.6516244377423510E+032                  3.6760689531498088E+032                  3.7483268587895530E+032                  3.8047577185730391E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8476336905335666E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2110800865642684E-001                 -2.0062416997380524E+001                 -1.4750469787535078E+001                  9.2110800865642684E-001                  3.6985970963471804E+000                  8.3460593854466190E+000                  9.2148147056021146E-001                  5.8680537903837071E-001                  3.4386838056372584E+000                  2.7458942372448705E+003                  7.5134331928891616E+000                  4.8861673580599483E+000                  2.0684305175049854E+001                  1.3399272575859946E+000                  4.9999168827383567E-001                  4.0598011614295810E+000                  1.0000023295162850E-099                  9.8039639710524951E-001                  8.4159319946345193E-005                  1.6915959318295642E-003                  2.8973016920819002E-003                  9.3393117944195973E-003                  8.8784809010727828E-001                  5.7561385339763871E-001                 -7.2525943787745639E-001                  9.1119134088280629E-001                 -2.0062416997380524E+001                  1.8186262536723670E-010                                        3                                        0 
                                     467                  2.6184956417303238E+009                  1.4941826017897977E+000                  5.9415815210727221E+000                  3.3473082125752917E+001                 -1.1218822414881521E+001                                      871                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.9528526023958601E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7248089660785224E-001                  1.2278184416770765E-001                  7.8435441142055140E-008                  3.6555305201012697E+032                  3.6785890062845899E+032                  3.7508105341856426E+032                  3.8054955456441379E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8489005581862814E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2304151469770535E-001                 -2.0065226870254008E+001                 -9.8999999999999986E+001                  9.2304151469770535E-001                  3.6985279989948618E+000                  8.3825671379709377E+000                  9.2337704048243097E-001                  5.8789135870411846E-001                  3.4365103111976221E+000                  2.7321863117958601E+003                  7.5132245511640727E+000                  4.8878867254928782E+000                  2.0686905521517449E+001                  1.3399272575859944E+000                  4.9999168827383578E-001                  4.0598011614295810E+000                  1.0000023295163027E-099                  9.8039639710524928E-001                  8.4159319946340707E-005                  1.6915959318295653E-003                  2.8973016920623073E-003                  9.3393117944195938E-003                  8.8777040955842268E-001                  5.7568649256112081E-001                 -7.2596854726464255E-001                  9.1318569293715324E-001                 -2.0065226870254008E+001                  1.8457403509996604E-010                                        3                                        0 
                                     468                  2.6195446110041437E+009                  1.4941762202829798E+000                  6.0207627671203463E+000                  3.3473080270919972E+001                 -1.1215839529561292E+001                                      870                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.9324968020531506E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7248206035191025E-001                  1.2305368705781172E-001                  7.8435776207363972E-008                  3.6584285812062740E+032                  3.6826210913002508E+032                  3.7557778849778014E+032                  3.8106603351417234E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8509275464306307E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2544002134128800E-001                 -2.0068988995981105E+001                 -1.4750469787535078E+001                  9.2544002134128811E-001                  3.6984425583228053E+000                  8.4275249136915988E+000                  9.2570004506874870E-001                  5.8922374234138997E-001                  3.4338436890901343E+000                  2.7154617461946859E+003                  7.5129686257483508E+000                  4.8899290782974685E+000                  2.0689993875543482E+001                  1.3399272575859946E+000                  4.9999168827383567E-001                  4.0598011614295810E+000                  1.0000023295163212E-099                  9.8039639710524940E-001                  8.4159319946336045E-005                  1.6915959318295668E-003                  2.8973016920623078E-003                  9.3393117944195921E-003                  8.8767667204442580E-001                  5.7577413875424721E-001                 -7.2747703663209484E-001                  9.1567346681096062E-001                 -2.0068988995981105E+001                  1.6731756268587968E-010                                        3                                        0 
                                     469                  2.6208033741327281E+009                  1.4941684977195744E+000                  6.0999440131679714E+000                  3.3473078026288249E+001                 -1.1212182530439680E+001                                      873                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.9073491415540414E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4953666493323801E-001                  1.2305432305696573E-001                  7.8436181549790263E-008                  3.6629646768488744E+032                  3.6861491656889816E+032                  3.7595033980719797E+032                  3.8136116434261372E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8533345949708138E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2818531827140127E-001                 -2.0073819788006237E+001                 -9.8999999999999986E+001                  9.2818531827140116E-001                  3.6983393906165629E+000                  8.4805461782566010E+000                  9.2842382331384443E-001                  5.9079196687642310E-001                  3.4307049953883473E+000                  2.6959075525347257E+003                  7.5126581122380776E+000                  4.8923528268320258E+000                  2.0693659118163144E+001                  1.3399272575859946E+000                  4.9999168827383578E-001                  4.0598011614295810E+000                  1.0000023295163404E-099                  9.8039639710524940E-001                  8.4159319946331166E-005                  1.6915959318295685E-003                  2.8711132819148827E-003                  9.3392991222728140E-003                  8.8756345771012513E-001                  5.7587998114763161E-001                 -7.3002685110048149E-001                  9.1853844327547418E-001                 -2.0073819788006237E+001                  1.5094890306286810E-010                                        3                                        0 
                                     470                  2.6218127974489684E+009                  1.4941622433315958E+000                  6.0040733320973940E+000                  3.3473076208386274E+001                 -1.1207888513753495E+001                                      868                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.8872326148355754E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4953770946445963E-001                  1.2322441379587667E-001                  7.8436509731716342E-008                  3.6685087937453905E+032                  3.6906852613315891E+032                  3.7638498300150575E+032                  3.8165629517103637E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8549815229193392E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3029307207159839E-001                 -2.0076870746158260E+001                 -9.8999999999999986E+001                  9.3029307207159828E-001                  3.6982617075184652E+000                  8.5239987549091154E+000                  9.3064337760526372E-001                  5.9205711021832796E-001                  3.4281728908025566E+000                  2.6802351027614113E+003                  7.5124233683099684E+000                  4.8943094194063193E+000                  2.0696621739582682E+001                  1.3399272575859946E+000                  4.9999168827383578E-001                  4.0598011614295810E+000                  1.0000023295163540E-099                  9.8039639710524940E-001                  8.4159319946327724E-005                  1.6915959318295698E-003                  2.8710878767658869E-003                  9.3392991099796631E-003                  8.8747221087216333E-001                  5.7596525781315822E-001                 -7.3083877353312043E-001                  9.2071155190759568E-001                 -2.0076870746158260E+001                  1.7271498119950277E-010                                        3                                        0 
                                     471                  2.6227254932814870E+009                  1.4941565426886219E+000                  5.9603260674924465E+000                  3.3473074551429320E+001                 -1.1204402225109639E+001                                      876                  0.0000000000000000E+000                  9.9999999756087499E-001                  2.8650254419709481E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4953866152359738E-001                  1.2329271445092227E-001                  7.8436808825799176E-008                  3.6700208256262746E+032                  3.6932053144664171E+032                  3.7657125865621502E+032                  3.8187764329236124E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.8569451677810767E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3226890011540631E-001                 -2.0079283250543732E+001                 -9.8999999999999986E+001                  9.3226890011540609E-001                  3.6981881062122439E+000                  8.5632084466232712E+000                  9.3263651579761264E-001                  5.9320088192694453E-001                  3.4258836904283760E+000                  2.6661445415697644E+003                  7.5122180649520773E+000                  4.8960757388754521E+000                  2.0699298194044403E+001                  1.3399272575859944E+000                  4.9999168827383567E-001                  4.0598011614295801E+000                  1.0000023295163650E-099                  9.8039639710524940E-001                  8.4159319946324986E-005                  1.6915959318295711E-003                  2.8710878767370818E-003                  9.3392991099796579E-003                  8.8738931692653256E-001                  5.7604271040519650E-001                 -7.3149074738744524E-001                  9.2274581855616611E-001                 -2.0079283250543732E+001                  1.8424293928843586E-010                                        3                                        0 
