                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      1.5000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     189                  1.1806034552309744E+006                  1.4999832009143912E+000                  4.9938527104369221E+000                  3.3474764845755175E+001                 -1.1723347634392313E+001                                      501                  0.0000000000000000E+000                  9.9999999888900004E-001                  1.0588831618334220E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999888900004E-001                  1.0588831618334220E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9679877942342978E+000                 -8.2780048361943713E+001                 -1.9925971660800442E+001                 -4.9679877942342978E+000                  3.6829251500348006E+000                  3.4657167067776129E+000                  5.3979305990370585E-001                  4.2730506633487714E-001                  3.7593656159383619E+000                  5.7459999243528573E+003                  6.6288325545667774E+000                 -1.4609104193461941E-001                  1.4608730715250944E+001                  6.2005323205604601E-001                  8.4999665430990701E-001                  1.2966454159996477E+000                  6.9999999929079126E-001                  2.7997020236474884E-001                  3.4416106108120389E-003                  9.3393731281944965E-003                  3.4416106108120436E-003                  9.3393731281945017E-003                  1.0499882405477985E+000                  4.1995060030372600E-001                 -4.9679877943948521E+000                 -1.4400150195605454E+001                 -8.2780048361943713E+001                 -2.1966542512042182E-009                                        0                                        0 
                                     190                  1.2901285200019842E+006                  1.4999830113820700E+000                  5.0395135186836653E+000                  3.3474764790879327E+001                 -1.1761830237614186E+001                                      503                  0.0000000000000000E+000                  9.9999999901400005E-001                  1.3159816636011260E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999901400005E-001                  1.3159816636011260E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8454387466567725E+000                 -8.1881592858763099E+001                 -2.0293948446095037E+001                 -4.8454387466567725E+000                  3.6830389968050219E+000                  3.2685008944673370E+000                  5.1434860815222760E-001                  4.1435514691869701E-001                  3.7852653998948766E+000                  6.0990950263783106E+003                  6.6393513663260029E+000                 -1.0132761785283427E-001                  1.4663978176567939E+001                  6.2002727439078842E-001                  8.4999665420022819E-001                  1.2966454163684511E+000                  6.9999999896175502E-001                  2.7997020236474884E-001                  3.4416106108120371E-003                  9.3393731281944965E-003                  3.4416106108120445E-003                  9.3393731281945051E-003                  1.0499881078320783E+000                  4.1995054724032382E-001                 -4.8454387469304718E+000                 -1.4045949886807374E+001                 -8.1881592858763099E+001                 -1.9363257595796787E-009                                        0                                        0 
                                     191                  1.3940863979215210E+006                  1.4999828467051060E+000                  5.0168574057150686E+000                  3.3474764743199920E+001                 -1.1800224553906000E+001                                      503                  0.0000000000000000E+000                  9.9999999901400005E-001                  1.5868404083420051E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999901400005E-001                  1.5868404083420051E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7391017365699684E+000                 -8.1108474466622368E+001                 -2.0169009709486737E+001                 -4.7391017365699675E+000                  3.6830154980762937E+000                  3.1027327999122938E+000                  4.9174437677004718E-001                  4.0310002868506162E-001                  3.8077755886827402E+000                  6.4235570955067806E+003                  6.6484495678786084E+000                 -6.1446082715083679E-002                  1.4712923985061842E+001                  6.2001304396866119E-001                  8.4999665407016622E-001                  1.2966454168057939E+000                  6.9999999857156980E-001                  2.7997020236474884E-001                  3.4416106108120328E-003                  9.3393731281944965E-003                  3.4416106108120428E-003                  9.3393731281944965E-003                  1.0499879925052293E+000                  4.1995050113568089E-001                 -4.7391017370019304E+000                 -1.3741440294036140E+001                 -8.1108474466622368E+001                 -1.7056965292121664E-009                                        0                                        0 
                                     192                  1.5175482401145459E+006                  1.4999826658008031E+000                  5.0915327528538059E+000                  3.3474764690822163E+001                 -1.1834083855842408E+001                                      502                  0.0000000000000000E+000                  9.9999999913899995E-001                  1.8319756425784442E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999913899995E-001                  1.8319756425784442E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.6243491165253046E+000                 -8.0280086766243798E+001                 -2.0470039705150718E+001                 -4.6243491165253046E+000                  3.6830092787302928E+000                  2.9339510607109847E+000                  4.6745286538987152E-001                  3.9096671168697672E-001                  3.8320421703011478E+000                  6.7926958697202163E+003                  6.6582473406712230E+000                 -1.7217470740669101E-002                  1.4766910567642661E+001                  6.2001872159375560E-001                  8.4999665387348700E-001                  1.2966454174671433E+000                  6.9999999798153245E-001                  2.7997020236474879E-001                  3.4416106108120215E-003                  9.3393731281944947E-003                  3.4416106108120402E-003                  9.3393731281944947E-003                  1.0499878657902566E+000                  4.1995045048786622E-001                 -4.6243491172275935E+000                 -1.3415617295005010E+001                 -8.0280086766243798E+001                 -1.5169781247169740E-009                                        0                                        0 
                                     193                  1.6657024507461761E+006                  1.4999824661801984E+000                  5.1707139989014310E+000                  3.3474764633025401E+001                 -1.1870508631842906E+001                                      507                  0.0000000000000000E+000                  9.9999999932649997E-001                  2.1174940217201169E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932649997E-001                  2.1174940217201169E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4997000808802623E+000                 -7.9384202488172917E+001                 -9.8999999999999986E+001                 -4.4997000808802623E+000                  3.6833688962719138E+000                  2.7710476238224233E+000                  4.4264398972505209E-001                  3.7784303877132558E-001                  3.8582894583356935E+000                  7.2158825928639144E+003                  6.6689081399238948E+000                  3.2154228876511357E-002                  1.4826896589633197E+001                  6.2003808609492050E-001                  8.4999665356600584E-001                  1.2966454185010738E+000                  6.9999999705908811E-001                  2.7997020236474884E-001                  3.4416106108119938E-003                  9.3393731281944947E-003                  3.4416106108120371E-003                  9.3393731281944878E-003                  1.0499877259243866E+000                  4.1995039460004518E-001                 -4.4997000820648410E+000                 -1.3063920482931886E+001                 -7.9384202488172917E+001                 -1.3360419960953784E-009                                        0                                        0 
                                     194                  1.8276661340881286E+006                  1.4999822662048221E+000                  5.2094176448368996E+000                  3.3474764575125924E+001                 -1.1908441122626622E+001                                      507                  0.0000000000000000E+000                  9.9999999926399996E-001                  2.4393773868731250E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  2.4393773868731250E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3764183861710233E+000                 -7.8500811284871943E+001                 -9.8999999999999986E+001                 -4.3764183861710233E+000                  3.6834889157226893E+000                  2.6144792374926720E+000                  4.1738519729278600E-001                  3.6497360365364051E-001                  3.8840282706715814E+000                  7.6564644552449645E+003                  6.6794875377043699E+000                  8.2358346852241748E-002                  1.4887631130514974E+001                  6.2004197592725163E-001                  8.4999665312830264E-001                  1.2966454199728847E+000                  6.9999999574597915E-001                  2.7997020236474890E-001                  3.4416106108119287E-003                  9.3393731281944947E-003                  3.4416106108120384E-003                  9.3393731281944913E-003                  1.0499875857508321E+000                  4.1995033861289843E-001                 -4.3764183881496672E+000                 -1.2717834933444985E+001                 -7.8500811284871943E+001                 -1.1612543677603834E-009                                        0                                        0 
                                     195                  1.9813680948171769E+006                  1.4999820923806717E+000                  5.1866794076973690E+000                  3.3474764524798076E+001                 -1.1946569292277090E+001                                      507                  0.0000000000000000E+000                  9.9999999932649997E-001                  2.7711717570279798E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932649997E-001                  2.7711717570279798E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2690062436701997E+000                 -7.7731574483835630E+001                 -9.8999999999999986E+001                 -4.2690062436701997E+000                  3.6836690020301628E+000                  2.4885288474603890E+000                  3.9594267952659545E-001                  3.5389217215559859E-001                  3.9061910833398210E+000                  8.0573287412282834E+003                  6.6887588540246146E+000                  1.2713383744787410E-001                  1.4941635625691227E+001                  6.2002282123702790E-001                  8.4999665260440538E-001                  1.2966454217345313E+000                  6.9999999417428671E-001                  2.7997020236474901E-001                  3.4416106108118086E-003                  9.3393731281944947E-003                  3.4416106108120393E-003                  9.3393731281944947E-003                  1.0499874638413091E+000                  4.1995028994731615E-001                 -4.2690062467584600E+000                 -1.2417076624581574E+001                 -7.7731574483835630E+001                 -1.0119854962217117E-009                                        0                                        0 
                                     196                  2.1624093930893037E+006                  1.4999819024109160E+000                  5.2577776553434843E+000                  3.3474764469795538E+001                 -1.1979093191213478E+001                                      506                  0.0000000000000000E+000                  9.9999999938899997E-001                  3.0643111427428160E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938899997E-001                  3.0643111427428160E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1533220272332247E+000                 -7.6902069282541234E+001                 -1.9265919722494793E+001                 -4.1533220272332239E+000                  3.6839552889764304E+000                  2.3638576821152566E+000                  3.7362132596024211E-001                  3.4215892147988675E-001                  3.9296575296887069E+000                  8.5046712336985383E+003                  6.6988225999611553E+000                  1.7644273632982888E-001                  1.5000965398217321E+001                  6.2000364458325563E-001                  8.4999665181008499E-001                  1.2966454244054955E+000                  6.9999999179132621E-001                  2.7997020236474929E-001                  3.4416106108115154E-003                  9.3393731281944947E-003                  3.4416106108120436E-003                  9.3393731281945017E-003                  1.0499873305039702E+000                  4.1995023676144538E-001                 -4.1533220322174360E+000                 -1.2093509860143952E+001                 -7.6902069282541234E+001                 -8.8994102381990758E-010                                        0                                        0 
                                     197                  2.3672143661610102E+006                  1.4999817037132539E+000                  5.3113404979648191E+000                  3.3474764412265976E+001                 -1.2013147740453006E+001                                      511                  0.0000000000000000E+000                  9.9999999945149998E-001                  3.3958723753323472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945149998E-001                  3.3958723753323472E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0334402735857546E+000                 -7.6040816919304291E+001                 -1.9867979713822756E+001                 -4.0334402735857546E+000                  3.6843667283193304E+000                  2.2465625319532694E+000                  3.5151851146867885E-001                  3.3028463554830390E-001                  3.9534060440223091E+000                  8.9826823872982714E+003                  6.7093466896450265E+000                  2.2870552711801406E-001                  1.5063710761056560E+001                  6.2001249755551413E-001                  8.4999665063951313E-001                  1.2966454283416355E+000                  6.9999998827961030E-001                  2.7997020236474990E-001                  3.4416106108108124E-003                  9.3393731281944965E-003                  3.4416106108120389E-003                  9.3393731281944930E-003                  1.0499871908797793E+000                  4.1995018113202059E-001                 -4.0334402817676507E+000                 -1.1758370624460271E+001                 -7.6040816919304291E+001                 -7.7475405562566557E-010                                        0                                        0 
                                     198                  2.5631928234960390E+006                  1.4999815278870696E+000                  5.2922083347507680E+000                  3.3474764361358460E+001                 -1.2047124783346588E+001                                      511                  0.0000000000000000E+000                  9.9999999945149998E-001                  3.7478278150703448E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945149998E-001                  3.7478278150703448E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.9270009900957450E+000                 -7.5273330295290407E+001                 -1.9867979713822756E+001                 -3.9270009900957450E+000                  3.6848731361323006E+000                  2.1529405870062313E+000                  3.3303204510849754E-001                  3.2002858674227413E-001                  3.9739180907268503E+000                  9.4171197000306183E+003                  6.7187944718132693E+000                  2.7594685447802136E-001                  1.5120363627158508E+001                  6.2002669295328006E-001                  8.4999664921971518E-001                  1.2966454331158175E+000                  6.9999998402021757E-001                  2.7997020236475084E-001                  3.4416106108094919E-003                  9.3393731281944947E-003                  3.4416106108120402E-003                  9.3393731281944947E-003                  1.0499870671459428E+000                  4.1995013190592811E-001                 -3.9270010028136566E+000                 -1.1460369507754438E+001                 -7.5273330295290407E+001                 -6.7132604025027056E-010                                        0                                        0 
                                     199                  2.7950460910895318E+006                  1.4999813331960259E+000                  5.3652132209470400E+000                  3.3474764304988931E+001                 -1.2075867247605281E+001                                      511                  0.0000000000000000E+000                  9.9999999951399998E-001                  4.0597172003908955E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951399998E-001                  4.0597172003908955E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.8103937891159996E+000                 -7.4428030057757425E+001                 -1.9265919722494793E+001                 -3.8103937891159996E+000                  3.6856651478230456E+000                  2.0630528380593574E+000                  3.1451035108694347E-001                  3.0918371635000713E-001                  3.9956077751418562E+000                  9.8993749769944297E+003                  6.7292819887949236E+000                  3.2852774924350064E-001                  1.5183395047654328E+001                  6.2002874500180516E-001                  8.4999664703619882E-001                  1.2966454404580625E+000                  6.9999997746966969E-001                  2.7997020236475317E-001                  3.4416106108062098E-003                  9.3393731281944947E-003                  3.4416106108120410E-003                  9.3393731281944947E-003                  1.0499869298465880E+000                  4.1995007739823653E-001                 -3.8103938097819445E+000                 -1.1132922847290425E+001                 -7.4428030057757425E+001                 -5.8747532882001507E-010                                        0                                        0 
                                     200                  3.0552244273063187E+006                  1.4999811290046585E+000                  5.4152711321441140E+000                  3.3474764245868734E+001                 -1.2105233755649573E+001                                      511                  0.0000000000000000E+000                  9.9999999951399998E-001                  4.4106835767610358E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951399998E-001                  4.4106835767610358E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6887969537624619E+000                 -7.3541435722255372E+001                 -9.8999999999999986E+001                 -3.6887969537624619E+000                  3.6866285862245274E+000                  1.9804677425611490E+000                  2.9676777310144153E-001                  2.9838555055429206E-001                  4.0172040476130899E+000                  1.0404088735893642E+004                  6.7403783799495125E+000                  3.8419913522766830E-001                  1.5250127788772609E+001                  6.2003591710443329E-001                  8.4999664380610707E-001                  1.2966454513194987E+000                  6.9999996777939788E-001                  2.7997020236475845E-001                  3.4416106107981711E-003                  9.3393731281944947E-003                  3.4416106108120428E-003                  9.3393731281944965E-003                  1.0499867854034564E+000                  4.1995002023073930E-001                 -3.6887969881396594E+000                 -1.0790310811900554E+001                 -7.3541435722255372E+001                 -5.0659883855614879E-010                                        0                                        0 
                                     201                  3.2982366189576164E+006                  1.4999809504161039E+000                  5.3856280622158650E+000                  3.3474764194161395E+001                 -1.2133774440310594E+001                                      511                  0.0000000000000000E+000                  9.9999999957649999E-001                  4.7770802128867246E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999957649999E-001                  4.7770802128867246E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5818147906609492E+000                 -7.2756506638054574E+001                 -1.9265919722494793E+001                 -3.5818147906609492E+000                  3.6877004391717190E+000                  1.9186446526994692E+000                  2.8299454760571513E-001                  2.8935523191204560E-001                  4.0352646331902466E+000                  1.0845875957924280E+004                  6.7502892288813987E+000                  4.3370661007081163E-001                  1.5309523907106461E+001                  6.2005393815484877E-001                  8.4999663995100661E-001                  1.2966454642825740E+000                  6.9999995621410227E-001                  2.7997020236476777E-001                  3.4416106107831726E-003                  9.3393731281944965E-003                  3.4416106108120419E-003                  9.3393731281944982E-003                  1.0499866585874100E+000                  4.1994997023126618E-001                 -3.5818148446123397E+000                 -1.0487596486874398E+001                 -7.2756506638054574E+001                 -4.3281982454242060E-010                                        0                                        0 
                                     202                  3.5858989575961428E+006                  1.4999807498280457E+000                  5.4588830068603942E+000                  3.3474764136084467E+001                 -1.2156577932741230E+001                                      511                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.0933932838567220E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.0933932838567220E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.4623590670826587E+000                 -7.1873449316488603E+001                 -9.8999999999999986E+001                 -3.4623590670826592E+000                  3.6892809481515072E+000                  1.8636715493929545E+000                  2.7036937537033162E-001                  2.7988162783477860E-001                  4.0542117832678484E+000                  1.1329527118003512E+004                  6.7615448371322691E+000                  4.8942715630869171E-001                  1.5376478124104828E+001                  6.2005098891925270E-001                  8.4999663393758662E-001                  1.2966454845031643E+000                  6.9999993817385675E-001                  2.7997020236479009E-001                  3.4416106107444623E-003                  9.3393731281944947E-003                  3.4416106108120423E-003                  9.3393731281945051E-003                  1.0499865153601859E+000                  4.1994991407258769E-001                 -3.4623591566946290E+000                 -1.0147777397201779E+001                 -7.1873449316488603E+001                 -3.7561463189049757E-010                                        0                                        0 
                                     203                  3.9059671924328334E+006                  1.4999805377157109E+000                  5.5052425747386868E+000                  3.3474764074670858E+001                 -1.2178676650976950E+001                                      511                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.4474244548130524E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.4474244548130524E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3365232095296973E+000                 -7.0935410768604171E+001                 -9.8999999999999986E+001                 -3.3365232095296973E+000                  3.6911564320268937E+000                  1.8173184865638050E+000                  2.5943104444421056E-001                  2.7066149462094330E-001                  4.0726519882819154E+000                  1.1820939327928976E+004                  6.7736250300651726E+000                  5.4846858080271710E-001                  1.5447583379740092E+001                  6.2001777220282994E-001                  8.4999662497042050E-001                  1.2966455146559472E+000                  6.9999991127239314E-001                  2.7997020236484316E-001                  3.4416106106458480E-003                  9.3393731281944965E-003                  3.4416106108120384E-003                  9.3393731281944930E-003                  1.0499863626957611E+000                  4.1994985468745633E-001                 -3.3365233632070801E+000                 -9.7876976415789585E+000                 -7.0935410768604171E+001                 -3.1813896805207446E-010                                        0                                        0 
                                     204                  4.1945671688570492E+006                  1.4999803551323332E+000                  5.4602962912798816E+000                  3.3474764021806870E+001                 -1.2198835053703300E+001                                      510                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.8141541571097799E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963899999E-001                  5.8141541571097799E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2276060095064052E+000                 -7.0117555109056468E+001                 -9.8999999999999986E+001                 -3.2276060095064052E+000                  3.6930561293047162E+000                  1.7880688585545494E+000                  2.5238423946797850E-001                  2.6333869757718370E-001                  4.0872975295054426E+000                  1.2226369860212750E+004                  6.7842679185176058E+000                  5.9971074571691396E-001                  1.5509465753523633E+001                  6.2001195338464832E-001                  8.4999661453756570E-001                  1.2966455497372096E+000                  6.9999987997389035E-001                  2.7997020236493558E-001                  3.4416106104626877E-003                  9.3393731281944947E-003                  3.4416106108120389E-003                  9.3393731281944930E-003                  1.0499862300354310E+000                  4.1994980356955475E-001                 -3.2276062555910308E+000                 -9.4743059620252197E+000                 -7.0117555109056468E+001                 -2.6332259931713431E-010                                        0                                        0 
                                     205                  4.4726997720435467E+006                  1.4999801848979433E+000                  5.4442519006011683E+000                  3.3474763972518318E+001                 -1.2213204602859303E+001                                      514                  0.0000000000000000E+000                  9.9999999973275000E-001                  6.1199798645236037E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999973275000E-001                  6.1199798645236037E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.1258471307160218E+000                 -6.9348170544720830E+001                 -9.8999999999999986E+001                 -3.1258471307160218E+000                  3.6952328334235292E+000                  1.7724610470500384E+000                  2.4857669957464615E-001                  2.5708151939289098E-001                  4.0998118365854763E+000                  1.2583800850515849E+004                  6.7943793258501435E+000                  6.4756375375288067E-001                  1.5567433103483808E+001                  6.2003497914867001E-001                  8.4999660176743574E-001                  1.2966455926777172E+000                  6.9999984166361195E-001                  2.7997020236510145E-001                  3.4416106101143019E-003                  9.3393731281944965E-003                  3.4416106108120423E-003                  9.3393731281945017E-003                  1.0499861049590316E+000                  4.1994975590900518E-001                 -3.1258475141650370E+000                 -9.1799240071175063E+000                 -6.9348170544720830E+001                 -2.2071473519562199E-010                                        0                                        0 
